source_id,target_id,source_name,target_name,edge_type,layer,actor_role_source,actor_role_target,canonical_loan_type,analysis_loan_type,mechanism_type,scope_type,amount_tier,source_support_tier,date_period,date_certainty,date_min_year,date_max_year,weight,record_count,records,episode_count,episode_groups,year_bce_values,collection_values,source_genre_values,verification_status_values,confidence_values
actor_cicero,actor_cornificius,Cicero,Cornificius,third_party_to_borrower_context,third_party_context,third_party,borrower,surety/guarantee,surety/guarantee,surety,private,unknown,Latin-controlled,ciceronian_period,exact,-45,-45,1,1,ATT-PILOT-0025,1,Cornificius surety,45,Atticus,letter,latin_controlled_reviewed,medium
actor_cicero,actor_egnatius,Cicero,Egnatius,third_party_to_lender_context,third_party_context,third_party,lender,credit arrangement,refinancing/versura,refinancing/versura,private,normalized,Latin-controlled,ciceronian_period,exact,-49,-49,1,1,ATT-PILOT-0005,1,Quintus debt thread,49,Atticus,letter,latin_controlled_reviewed,high
actor_cicero,actor_iunius,Cicero,Iunius,third_party_to_lender_context,third_party_context,third_party,lender,surety/guarantee,surety/guarantee,surety,private,unknown,Latin-controlled,ciceronian_period,exact,-45,-45,1,1,ATT-PILOT-0025,1,Cornificius surety,45,Atticus,letter,latin_controlled_reviewed,medium
actor_cicero,actor_nicaea,Cicero,Nicaea,third_party_to_borrower_context,third_party_context,third_party,borrower,debt repayment,debt repayment,repayment pressure,public,normalized,Latin-controlled,ciceronian_period,exact,-51,-51,1,1,SEC-STAGED-0055,1,Silius/Faberius garden-finance thread,51,Familiares,letter,verboven_only,high
actor_cicero,actor_numerius_of_puteoli,Cicero,Numerius of Puteoli,borrower_to_lender,direct_financial,borrower,lender,debt repayment,debt repayment,repayment pressure,private,unknown,Latin-controlled,ciceronian_period,exact,-50,-50,1,1,SEC-STAGED-0074,1,Other/private credit,50,Atticus,letter,verboven_only,medium
actor_cicero,actor_p_sallustius,Cicero,P. Sallustius,borrower_to_lender,direct_financial,borrower,lender,debt repayment,debt repayment,repayment pressure,household,normalized,Latin-controlled,ciceronian_period,exact,-47,-47,1,1,ATT-PILOT-0023,1,Sallustius settlement,47,Atticus,letter,latin_controlled_reviewed,medium
actor_cicero,actor_publilius,Cicero,Publilius,borrower_to_lender,direct_financial,borrower,lender,debt repayment,debt repayment,repayment pressure,public,unknown,Latin-controlled,ciceronian_period,exact,-44,-44,1,1,ATT-PILOT-0030,1,Att. 16.6 Cluvian-Publilius-Terentia cluster,44,Atticus,letter,latin_controlled_reviewed,high
actor_cicero,actor_quintus_cicero,Cicero,Quintus Cicero,third_party_to_borrower_context,third_party_context,third_party,borrower,credit arrangement,refinancing/versura,refinancing/versura,private,normalized,Latin-controlled,ciceronian_period,exact,-49,-49,1,1,ATT-PILOT-0005,1,Quintus debt thread,49,Atticus,letter,latin_controlled_reviewed,high
actor_cicero,actor_salamis,Cicero,Salamis,third_party_to_borrower_context,third_party_context,third_party,borrower,interest/usury,account/nomina claim,account/nomina,public,descriptive,Latin-controlled,ciceronian_period,exact,-50,-50,1,1,SEC-STAGED-0020,1,Other/private credit,50,Atticus,letter,verboven_only,high
actor_cicero,actor_tullia_s_creditors,Cicero,Tullia's creditors,borrower_to_lender,direct_financial,borrower,lender,ambiguous financial obligation,account/nomina claim,account/nomina,household,unknown,Latin-controlled,ciceronian_period,exact,-48,-48,1,1,SEC-STAGED-0077,1,Other/private credit,48,Atticus,letter,verboven_only,low
actor_cicero,actor_young_t_pinnius,Cicero,young T. Pinnius,third_party_to_lender_context,third_party_context,third_party,lender,debt repayment,debt repayment,repayment pressure,public,normalized,Latin-controlled,ciceronian_period,exact,-51,-51,1,1,SEC-STAGED-0055,1,Silius/Faberius garden-finance thread,51,Familiares,letter,verboven_only,high
actor_cluvius_procurators,actor_cluvius,Cluvius procurators,Cluvius,third_party_to_lender_context,third_party_context,third_party,lender,debt repayment,debt repayment,repayment pressure,public,unknown,Latin-controlled,ciceronian_period,exact,-51,-51,1,1,SEC-STAGED-0058,1,Other/private credit,51,Familiares,letter,verboven_only,high
actor_cluvius_procurators,actor_philocles,Cluvius procurators,Philocles,third_party_to_borrower_context,third_party_context,third_party,borrower,debt repayment,debt repayment,repayment pressure,public,unknown,Latin-controlled,ciceronian_period,exact,-51,-51,1,1,SEC-STAGED-0058,1,Other/private credit,51,Familiares,letter,verboven_only,high
actor_cn_sallustius,actor_cicero,Cn. Sallustius,Cicero,third_party_to_borrower_context,third_party_context,third_party,borrower,debt repayment,debt repayment,repayment pressure,household,normalized,Latin-controlled,ciceronian_period,exact,-47,-47,1,1,ATT-PILOT-0023,1,Sallustius settlement,47,Atticus,letter,latin_controlled_reviewed,medium
actor_cn_sallustius,actor_p_sallustius,Cn. Sallustius,P. Sallustius,third_party_to_lender_context,third_party_context,third_party,lender,debt repayment,debt repayment,repayment pressure,household,normalized,Latin-controlled,ciceronian_period,exact,-47,-47,1,1,ATT-PILOT-0023,1,Sallustius settlement,47,Atticus,letter,latin_controlled_reviewed,medium
actor_cocceius,actor_cicero,Cocceius,Cicero,borrower_to_lender,direct_financial,borrower,lender,credit arrangement,credit arrangement,repayment pressure,private,unknown,Latin-controlled,ciceronian_period,exact,-45,-45,1,1,SEC-STAGED-0053,1,Other/private credit,45,Familiares,letter,verboven_only,medium
actor_cornificius,actor_iunius,Cornificius,Iunius,borrower_to_lender,direct_financial,borrower,lender,surety/guarantee,surety/guarantee,surety,private,unknown,Latin-controlled,ciceronian_period,exact,-45,-45,1,1,ATT-PILOT-0025,1,Cornificius surety,45,Atticus,letter,latin_controlled_reviewed,medium
actor_cornificius,actor_iunius,Cornificius,Iunius,third_party_to_lender_context,third_party_context,third_party,lender,surety/guarantee,surety/guarantee,surety,private,unknown,Latin-controlled,ciceronian_period,exact,-45,-45,1,1,ATT-PILOT-0025,1,Cornificius surety,45,Atticus,letter,latin_controlled_reviewed,medium
actor_crassus_amici,actor_crassus,Crassus' amici,Crassus,borrower_to_lender,direct_financial,borrower,lender,personal loan,personal loan,repayment pressure,comparative,unknown,primary-source checked,undated,undated,,,1,1,SEC-STAGED-0082,1,Other/private credit,,,non-letter,verboven_only,medium
actor_dolabella,actor_cicero,Dolabella,Cicero,borrower_to_lender,direct_financial,borrower,lender,debt repayment,debt repayment,repayment pressure,private,unknown,Latin-controlled,ciceronian_period,exact,-44,-44,1,1,ATT-PILOT-0028,1,Dolabella debt/account thread,44,Atticus,letter,latin_controlled_reviewed,high
actor_dolabella,actor_cicero,Dolabella,Cicero,borrower_to_lender,direct_financial,borrower,lender,surety/guarantee,refinancing/versura,refinancing/versura,private,unknown,Latin-controlled,ciceronian_period,exact,-44,-44,1,1,ATT-PILOT-0037,1,Dolabella debt/account thread,44,Atticus,letter,latin_controlled_reviewed,medium
actor_egnatius,actor_cicero,Egnatius,Cicero,third_party_to_lender_context,third_party_context,third_party,lender,credit arrangement,surety/guarantee,surety,ambiguous,unknown,Latin-controlled,ciceronian_period,exact,-45,-45,1,1,SEC-STAGED-0038,1,Other/private credit,45,Atticus,letter,verboven_only,medium
actor_egnatius,actor_scribonius_libo,Egnatius,Scribonius Libo,third_party_to_borrower_context,third_party_context,third_party,borrower,credit arrangement,surety/guarantee,surety,ambiguous,unknown,Latin-controlled,ciceronian_period,exact,-45,-45,1,1,SEC-STAGED-0038,1,Other/private credit,45,Atticus,letter,verboven_only,medium
actor_faberius,actor_cicero,Faberius,Cicero,third_party_to_lender_context,third_party_context,third_party,lender,debt repayment,debt repayment,repayment pressure,private,unknown,Latin-controlled,ciceronian_period,exact,-44,-44,1,1,ATT-PILOT-0028,1,Dolabella debt/account thread,44,Atticus,letter,latin_controlled_reviewed,high
actor_faberius,actor_dolabella,Faberius,Dolabella,third_party_to_borrower_context,third_party_context,third_party,borrower,debt repayment,debt repayment,repayment pressure,private,unknown,Latin-controlled,ciceronian_period,exact,-44,-44,1,1,ATT-PILOT-0028,1,Dolabella debt/account thread,44,Atticus,letter,latin_controlled_reviewed,high
actor_flaminius,actor_cicero,Flaminius,Cicero,borrower_to_lender,direct_financial,borrower,lender,debt repayment,debt repayment,account/nomina,household,unknown,Latin-controlled,ciceronian_period,exact,-44,-44,1,1,FAM-PILOT-0005,1,Tiro/domestic accounts,44,Familiares,letter,latin_controlled_reviewed,high
actor_heraclides,actor_c_fufius,Heraclides,C. Fufius,borrower_to_lender,direct_financial,borrower,lender,surety/guarantee,surety/guarantee,surety,comparative,unknown,Latin-controlled,ciceronian_period,exact,-59,-59,1,1,SEC-STAGED-0040,1,Other/private credit,59,,speech,verboven_only,high
actor_heraclides,actor_m_fufius,Heraclides,M. Fufius,borrower_to_lender,direct_financial,borrower,lender,surety/guarantee,surety/guarantee,surety,comparative,unknown,Latin-controlled,ciceronian_period,exact,-59,-59,1,1,SEC-STAGED-0040,1,Other/private credit,59,,speech,verboven_only,high
actor_hermippus,actor_c_fufius,Hermippus,C. Fufius,third_party_to_lender_context,third_party_context,third_party,lender,surety/guarantee,surety/guarantee,surety,comparative,unknown,Latin-controlled,ciceronian_period,exact,-59,-59,1,1,SEC-STAGED-0040,1,Other/private credit,59,,speech,verboven_only,high
actor_hermippus,actor_heraclides,Hermippus,Heraclides,third_party_to_borrower_context,third_party_context,third_party,borrower,surety/guarantee,surety/guarantee,surety,comparative,unknown,Latin-controlled,ciceronian_period,exact,-59,-59,1,1,SEC-STAGED-0040,1,Other/private credit,59,,speech,verboven_only,high
actor_hermippus,actor_m_fufius,Hermippus,M. Fufius,third_party_to_lender_context,third_party_context,third_party,lender,surety/guarantee,surety/guarantee,surety,comparative,unknown,Latin-controlled,ciceronian_period,exact,-59,-59,1,1,SEC-STAGED-0040,1,Other/private credit,59,,speech,verboven_only,high
actor_l_ligus,actor_egnatius,L. Ligus,Egnatius,third_party_to_lender_context,third_party_context,third_party,lender,credit arrangement,refinancing/versura,refinancing/versura,private,normalized,Latin-controlled,ciceronian_period,exact,-49,-49,1,1,ATT-PILOT-0005,1,Quintus debt thread,49,Atticus,letter,latin_controlled_reviewed,high
actor_l_ligus,actor_quintus_cicero,L. Ligus,Quintus Cicero,third_party_to_borrower_context,third_party_context,third_party,borrower,credit arrangement,refinancing/versura,refinancing/versura,private,normalized,Latin-controlled,ciceronian_period,exact,-49,-49,1,1,ATT-PILOT-0005,1,Quintus debt thread,49,Atticus,letter,latin_controlled_reviewed,high
actor_l_lucullus,actor_a_caninius_satyrus,L. Lucullus,A. Caninius Satyrus,third_party_to_lender_context,third_party_context,third_party,lender,debt repayment,debt repayment,repayment pressure,private,unknown,Latin-controlled,ciceronian_period,exact,-65,-65,1,1,ATT-PILOT-0001,1,Other/private credit,65,Atticus,letter,latin_controlled_reviewed,medium
actor_l_lucullus,actor_caecilius,L. Lucullus,Caecilius,third_party_to_borrower_context,third_party_context,third_party,borrower,debt repayment,debt repayment,repayment pressure,private,unknown,Latin-controlled,ciceronian_period,exact,-65,-65,1,1,ATT-PILOT-0001,1,Other/private credit,65,Atticus,letter,latin_controlled_reviewed,medium
actor_l_lucullus,actor_p_varius,L. Lucullus,P. Varius,third_party_to_lender_context,third_party_context,third_party,lender,debt repayment,debt repayment,repayment pressure,private,unknown,Latin-controlled,ciceronian_period,exact,-65,-65,1,1,ATT-PILOT-0001,1,Other/private credit,65,Atticus,letter,latin_controlled_reviewed,medium
actor_l_pontius,actor_a_caninius_satyrus,L. Pontius,A. Caninius Satyrus,third_party_to_lender_context,third_party_context,third_party,lender,debt repayment,debt repayment,repayment pressure,private,unknown,Latin-controlled,ciceronian_period,exact,-65,-65,1,1,ATT-PILOT-0001,1,Other/private credit,65,Atticus,letter,latin_controlled_reviewed,medium
actor_l_pontius,actor_caecilius,L. Pontius,Caecilius,third_party_to_borrower_context,third_party_context,third_party,borrower,debt repayment,debt repayment,repayment pressure,private,unknown,Latin-controlled,ciceronian_period,exact,-65,-65,1,1,ATT-PILOT-0001,1,Other/private credit,65,Atticus,letter,latin_controlled_reviewed,medium
actor_l_pontius,actor_p_varius,L. Pontius,P. Varius,third_party_to_lender_context,third_party_context,third_party,lender,debt repayment,debt repayment,repayment pressure,private,unknown,Latin-controlled,ciceronian_period,exact,-65,-65,1,1,ATT-PILOT-0001,1,Other/private credit,65,Atticus,letter,latin_controlled_reviewed,medium
actor_matinius,actor_brutus,Matinius,Brutus,third_party_to_lender_context,third_party_context,third_party,lender,interest/usury,account/nomina claim,account/nomina,public,descriptive,Latin-controlled,ciceronian_period,exact,-50,-50,1,1,SEC-STAGED-0020,1,Other/private credit,50,Atticus,letter,verboven_only,high
actor_matinius,actor_salamis,Matinius,Salamis,third_party_to_borrower_context,third_party_context,third_party,borrower,interest/usury,account/nomina claim,account/nomina,public,descriptive,Latin-controlled,ciceronian_period,exact,-50,-50,1,1,SEC-STAGED-0020,1,Other/private credit,50,Atticus,letter,verboven_only,high
actor_minucius_thermus,actor_cluvius,Minucius Thermus,Cluvius,third_party_to_lender_context,third_party_context,third_party,lender,debt repayment,debt repayment,repayment pressure,public,unknown,Latin-controlled,ciceronian_period,exact,-51,-51,1,1,SEC-STAGED-0058,1,Other/private credit,51,Familiares,letter,verboven_only,high
actor_minucius_thermus,actor_philocles,Minucius Thermus,Philocles,third_party_to_borrower_context,third_party_context,third_party,borrower,debt repayment,debt repayment,repayment pressure,public,unknown,Latin-controlled,ciceronian_period,exact,-51,-51,1,1,SEC-STAGED-0058,1,Other/private credit,51,Familiares,letter,verboven_only,high
actor_mylasa_and_alabanda,actor_cluvius,Mylasa and Alabanda,Cluvius,borrower_to_lender,direct_financial,borrower,lender,debt repayment,debt repayment,repayment pressure,public,unknown,Latin-controlled,ciceronian_period,exact,-51,-51,1,1,SEC-STAGED-0078,1,Other/private credit,51,Familiares,letter,verboven_only,high
actor_nicaea,actor_young_t_pinnius,Nicaea,young T. Pinnius,borrower_to_lender,direct_financial,borrower,lender,debt repayment,debt repayment,repayment pressure,public,normalized,Latin-controlled,ciceronian_period,exact,-51,-51,1,1,SEC-STAGED-0055,1,Silius/Faberius garden-finance thread,51,Familiares,letter,verboven_only,high
actor_p_quinctius,actor_scapula_heirs,P. Quinctius,Scapula heirs,borrower_to_lender,direct_financial,borrower,lender,debt repayment,debt repayment,repayment pressure,comparative,unknown,primary-source checked,ciceronian_period,exact,-81,-81,1,1,SEC-STAGED-0094,1,Other/private credit,81,,speech,verboven_only,high
actor_p_scipio,actor_a_caninius_satyrus,P. Scipio,A. Caninius Satyrus,third_party_to_lender_context,third_party_context,third_party,lender,debt repayment,debt repayment,repayment pressure,private,unknown,Latin-controlled,ciceronian_period,exact,-65,-65,1,1,ATT-PILOT-0001,1,Other/private credit,65,Atticus,letter,latin_controlled_reviewed,medium
actor_p_scipio,actor_caecilius,P. Scipio,Caecilius,third_party_to_borrower_context,third_party_context,third_party,borrower,debt repayment,debt repayment,repayment pressure,private,unknown,Latin-controlled,ciceronian_period,exact,-65,-65,1,1,ATT-PILOT-0001,1,Other/private credit,65,Atticus,letter,latin_controlled_reviewed,medium
actor_p_scipio,actor_p_varius,P. Scipio,P. Varius,third_party_to_lender_context,third_party_context,third_party,lender,debt repayment,debt repayment,repayment pressure,private,unknown,Latin-controlled,ciceronian_period,exact,-65,-65,1,1,ATT-PILOT-0001,1,Other/private credit,65,Atticus,letter,latin_controlled_reviewed,medium
actor_philocles,actor_cluvius,Philocles,Cluvius,borrower_to_lender,direct_financial,borrower,lender,debt repayment,debt repayment,repayment pressure,public,unknown,Latin-controlled,ciceronian_period,exact,-51,-51,1,1,SEC-STAGED-0058,1,Other/private credit,51,Familiares,letter,verboven_only,high
actor_philotimus,actor_cicero,Philotimus,Cicero,borrower_to_lender,direct_financial,borrower,lender,debt repayment,account/nomina claim,account/nomina,private,descriptive,Latin-controlled,ciceronian_period,exact,-50,-50,1,1,ATT-PILOT-0020,1,Philotimus/Philogenes accounts,50,Atticus,letter,latin_controlled_reviewed,medium
actor_philotimus,actor_cicero,Philotimus,Cicero,borrower_to_lender,direct_financial,borrower,lender,debt repayment,account/nomina claim,account/nomina,public,normalized,Latin-controlled,ciceronian_period,exact,-50,-50,1,1,ATT-PILOT-0031,1,Philotimus/Philogenes accounts,50,Atticus,letter,latin_controlled_reviewed,medium
actor_pomponia,actor_egnatius,Pomponia,Egnatius,third_party_to_lender_context,third_party_context,third_party,lender,credit arrangement,refinancing/versura,refinancing/versura,private,normalized,Latin-controlled,ciceronian_period,exact,-49,-49,1,1,ATT-PILOT-0005,1,Quintus debt thread,49,Atticus,letter,latin_controlled_reviewed,high
actor_pomponia,actor_quintus_cicero,Pomponia,Quintus Cicero,third_party_to_borrower_context,third_party_context,third_party,borrower,credit arrangement,refinancing/versura,refinancing/versura,private,normalized,Latin-controlled,ciceronian_period,exact,-49,-49,1,1,ATT-PILOT-0005,1,Quintus debt thread,49,Atticus,letter,latin_controlled_reviewed,high
actor_q_axius,actor_cicero,Q. Axius,Cicero,third_party_to_lender_context,third_party_context,third_party,lender,personal loan,personal loan,repayment pressure,private,normalized,Latin-controlled,ciceronian_period,exact,-49,-49,1,1,ATT-PILOT-0007,1,Other/private credit,49,Atticus,letter,latin_controlled_reviewed,high
actor_q_axius,actor_egnatius,Q. Axius,Egnatius,third_party_to_lender_context,third_party_context,third_party,lender,credit arrangement,refinancing/versura,refinancing/versura,private,normalized,Latin-controlled,ciceronian_period,exact,-49,-49,1,1,ATT-PILOT-0005,1,Quintus debt thread,49,Atticus,letter,latin_controlled_reviewed,high
actor_q_axius,actor_q_axius_son,Q. Axius,Q. Axius' son,third_party_to_borrower_context,third_party_context,third_party,borrower,personal loan,personal loan,repayment pressure,private,normalized,Latin-controlled,ciceronian_period,exact,-49,-49,1,1,ATT-PILOT-0007,1,Other/private credit,49,Atticus,letter,latin_controlled_reviewed,high
actor_q_axius,actor_quintus_cicero,Q. Axius,Quintus Cicero,third_party_to_borrower_context,third_party_context,third_party,borrower,credit arrangement,refinancing/versura,refinancing/versura,private,normalized,Latin-controlled,ciceronian_period,exact,-49,-49,1,1,ATT-PILOT-0005,1,Quintus debt thread,49,Atticus,letter,latin_controlled_reviewed,high
actor_q_axius_son,actor_cicero,Q. Axius' son,Cicero,borrower_to_lender,direct_financial,borrower,lender,personal loan,personal loan,repayment pressure,private,normalized,Latin-controlled,ciceronian_period,exact,-49,-49,1,1,ATT-PILOT-0007,1,Other/private credit,49,Atticus,letter,latin_controlled_reviewed,high
actor_q_titinius,actor_egnatius,Q. Titinius,Egnatius,third_party_to_lender_context,third_party_context,third_party,lender,credit arrangement,refinancing/versura,refinancing/versura,private,normalized,Latin-controlled,ciceronian_period,exact,-49,-49,1,1,ATT-PILOT-0005,1,Quintus debt thread,49,Atticus,letter,latin_controlled_reviewed,high
actor_q_titinius,actor_quintus_cicero,Q. Titinius,Quintus Cicero,third_party_to_borrower_context,third_party_context,third_party,borrower,credit arrangement,refinancing/versura,refinancing/versura,private,normalized,Latin-controlled,ciceronian_period,exact,-49,-49,1,1,ATT-PILOT-0005,1,Quintus debt thread,49,Atticus,letter,latin_controlled_reviewed,high
actor_quintus_cicero,actor_atticus,Quintus Cicero,Atticus,borrower_to_lender,direct_financial,borrower,lender,debt repayment,debt repayment,repayment pressure,political,normalized,Latin-controlled,ciceronian_period,exact,-44,-44,1,1,SEC-STAGED-0045,1,Quintus debt thread,44,Atticus,letter,verboven_only,high
actor_quintus_cicero,actor_egnatius,Quintus Cicero,Egnatius,borrower_to_lender,direct_financial,borrower,lender,credit arrangement,refinancing/versura,refinancing/versura,private,normalized,Latin-controlled,ciceronian_period,exact,-49,-49,1,1,ATT-PILOT-0005,1,Quintus debt thread,49,Atticus,letter,latin_controlled_reviewed,high
actor_salamis,actor_brutus,Salamis,Brutus,borrower_to_lender,direct_financial,borrower,lender,interest/usury,account/nomina claim,account/nomina,public,descriptive,Latin-controlled,ciceronian_period,exact,-50,-50,1,1,SEC-STAGED-0020,1,Other/private credit,50,Atticus,letter,verboven_only,high
actor_scaptius,actor_brutus,Scaptius,Brutus,third_party_to_lender_context,third_party_context,third_party,lender,interest/usury,account/nomina claim,account/nomina,public,descriptive,Latin-controlled,ciceronian_period,exact,-50,-50,1,1,SEC-STAGED-0020,1,Other/private credit,50,Atticus,letter,verboven_only,high
actor_scaptius,actor_salamis,Scaptius,Salamis,third_party_to_borrower_context,third_party_context,third_party,borrower,interest/usury,account/nomina claim,account/nomina,public,descriptive,Latin-controlled,ciceronian_period,exact,-50,-50,1,1,SEC-STAGED-0020,1,Other/private credit,50,Atticus,letter,verboven_only,high
